"[A]자치구별","자치구별","[B]감염병별","감염병별","[C]성별","성별","[Item]항목","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년",
"001002","중구","001014","중동호흡기증후군(MERS)","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001014","중동호흡기증후군(MERS)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001014","중동호흡기증후군(MERS)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001014","중동호흡기증후군(MERS)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001014","중동호흡기증후군(MERS)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001015","동물인플루엔자 인체감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001015","동물인플루엔자 인체감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001015","동물인플루엔자 인체감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001015","동물인플루엔자 인체감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001015","동물인플루엔자 인체감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001015","동물인플루엔자 인체감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001016","신종인플루엔자","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001016","신종인플루엔자","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001016","신종인플루엔자","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001016","신종인플루엔자","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001016","신종인플루엔자","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001016","신종인플루엔자","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001017","디프테리아","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001017","디프테리아","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001017","디프테리아","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001017","디프테리아","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","001017","디프테리아","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","001017","디프테리아","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002","제2급감염병","001001","발생","T001","법정감염병 발생현황","건","172","185","129104","198","154",
"001002","중구","002","제2급감염병","001001001","남","T001","법정감염병 발생현황","건","","","","118","97",
"001002","중구","002","제2급감염병","001001002","여","T001","법정감염병 발생현황","건","","","","80","57",
"001002","중구","002","제2급감염병","001002","사망","T001","법정감염병 발생현황","건","1","2","...","-","2",
"001002","중구","002","제2급감염병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002","제2급감염병","001002002","여","T001","법정감염병 발생현황","건","","","","-","2",
"001002","중구","002001","결핵","001001","발생","T001","법정감염병 발생현황","건","58","46","53","","",
"001002","중구","002001","결핵","001002","사망","T001","법정감염병 발생현황","건","1","2","3","","",
"001002","중구","002002","수두","001001","발생","T001","법정감염병 발생현황","건","32","28","32","43","31",
"001002","중구","002002","수두","001001001","남","T001","법정감염병 발생현황","건","","","","22","18",
"001002","중구","002002","수두","001001002","여","T001","법정감염병 발생현황","건","","","","21","13",
"001002","중구","002002","수두","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002002","수두","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002002","수두","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002003","홍역","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002003","홍역","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002003","홍역","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002003","홍역","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002003","홍역","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002003","홍역","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002020","콜레라","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002020","콜레라","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002020","콜레라","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002020","콜레라","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002020","콜레라","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002020","콜레라","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002004","장티푸스","001001","발생","T001","법정감염병 발생현황","건","1","-","-","-","-",
"001002","중구","002004","장티푸스","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002004","장티푸스","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002004","장티푸스","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002004","장티푸스","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002004","장티푸스","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002005","파라티푸스","001001","발생","T001","법정감염병 발생현황","건","1","-","1","-","-",
"001002","중구","002005","파라티푸스","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002005","파라티푸스","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002005","파라티푸스","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002005","파라티푸스","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002005","파라티푸스","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002006","세균성이질","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002006","세균성이질","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002006","세균성이질","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002006","세균성이질","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002006","세균성이질","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002006","세균성이질","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002007","장출혈성대장균감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002007","장출혈성대장균감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002007","장출혈성대장균감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002007","장출혈성대장균감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002007","장출혈성대장균감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002007","장출혈성대장균감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002008","A형간염","001001","발생","T001","법정감염병 발생현황","건","6","12","5","5","4",
"001002","중구","002008","A형간염","001001001","남","T001","법정감염병 발생현황","건","","","","4","3",
"001002","중구","002008","A형간염","001001002","여","T001","법정감염병 발생현황","건","","","","1","1",
"001002","중구","002008","A형간염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002008","A형간염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002008","A형간염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002009","백일해","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","32",
"001002","중구","002009","백일해","001001001","남","T001","법정감염병 발생현황","건","","","","-","21",
"001002","중구","002009","백일해","001001002","여","T001","법정감염병 발생현황","건","","","","-","11",
"001002","중구","002009","백일해","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002009","백일해","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002009","백일해","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002010","유행성이하선염","001001","발생","T001","법정감염병 발생현황","건","14","11","10","9","10",
"001002","중구","002010","유행성이하선염","001001001","남","T001","법정감염병 발생현황","건","","","","3","5",
"001002","중구","002010","유행성이하선염","001001002","여","T001","법정감염병 발생현황","건","","","","6","5",
"001002","중구","002010","유행성이하선염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002010","유행성이하선염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002010","유행성이하선염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002021","코로나바이러스감염증-19","001001","발생","T001","법정감염병 발생현황","건","","","128876","31684","",
"001002","중구","002021","코로나바이러스감염증-19","001001001","남","T001","법정감염병 발생현황","건","","","","...","",
"001002","중구","002021","코로나바이러스감염증-19","001001002","여","T001","법정감염병 발생현황","건","","","","...","",
"001002","중구","002021","코로나바이러스감염증-19","001002","사망","T001","법정감염병 발생현황","건","","","...","...","",
"001002","중구","002021","코로나바이러스감염증-19","001002001","남","T001","법정감염병 발생현황","건","","","","...","",
"001002","중구","002021","코로나바이러스감염증-19","001002002","여","T001","법정감염병 발생현황","건","","","","...","",
"001002","중구","002017","풍진(선천성)","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002017","풍진(선천성)","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002017","풍진(선천성)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002017","풍진(선천성)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002017","풍진(선천성)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002017","풍진(선천성)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002022","풍진(후천성)","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002022","풍진(후천성)","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002022","풍진(후천성)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002022","풍진(후천성)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002022","풍진(후천성)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002022","풍진(후천성)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002023","폴리오","001001","발생","T001","법정감염병 발생현황","건","-","","-","-","-",
"001002","중구","002023","폴리오","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002023","폴리오","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002023","폴리오","001002","사망","T001","법정감염병 발생현황","건","-","","-","-","-",
"001002","중구","002023","폴리오","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002023","폴리오","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002011","수막구균감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002011","수막구균감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002011","수막구균감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002011","수막구균감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002011","수막구균감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002011","수막구균감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002018","b형헤모필수스인플루엔자","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002018","b형헤모필수스인플루엔자","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002018","b형헤모필수스인플루엔자","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002018","b형헤모필수스인플루엔자","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002018","b형헤모필수스인플루엔자","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002018","b형헤모필수스인플루엔자","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002012","폐렴구균감염증","001001","발생","T001","법정감염병 발생현황","건","2","1","-","1","2",
"001002","중구","002012","폐렴구균감염증","001001001","남","T001","법정감염병 발생현황","건","","","","1","1",
"001002","중구","002012","폐렴구균감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","1",
"001002","중구","002012","폐렴구균감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002012","폐렴구균감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002012","폐렴구균감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002019","한센병","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002019","한센병","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002019","한센병","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002019","한센병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002019","한센병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002019","한센병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002013","성홍열","001001","발생","T001","법정감염병 발생현황","건","10","4","-","2","16",
"001002","중구","002013","성홍열","001001001","남","T001","법정감염병 발생현황","건","","","","1","10",
"001002","중구","002013","성홍열","001001002","여","T001","법정감염병 발생현황","건","","","","1","6",
"001002","중구","002013","성홍열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002013","성홍열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002013","성홍열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002014","반코마이신내성황색포도알균 감염증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002014","반코마이신내성황색포도알균 감염증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002014","반코마이신내성황색포도알균 감염증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002014","반코마이신내성황색포도알균 감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002014","반코마이신내성황색포도알균 감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002014","반코마이신내성황색포도알균 감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002015","카바페넴내성장내세균속균종 감염증","001001","발생","T001","법정감염병 발생현황","건","48","83","124","136","58",
"001002","중구","002015","카바페넴내성장내세균속균종 감염증","001001001","남","T001","법정감염병 발생현황","건","","","","86","39",
"001002","중구","002015","카바페넴내성장내세균속균종 감염증","001001002","여","T001","법정감염병 발생현황","건","","","","50","19",
"001002","중구","002015","카바페넴내성장내세균속균종 감염증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","2",
"001002","중구","002015","카바페넴내성장내세균속균종 감염증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002015","카바페넴내성장내세균속균종 감염증","001002002","여","T001","법정감염병 발생현황","건","","","","-","2",
"001002","중구","002016","E형간염","001001","발생","T001","법정감염병 발생현황","건","-","-","3","2","1",
"001002","중구","002016","E형간염","001001001","남","T001","법정감염병 발생현황","건","","","","1","-",
"001002","중구","002016","E형간염","001001002","여","T001","법정감염병 발생현황","건","","","","1","1",
"001002","중구","002016","E형간염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","002016","E형간염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002016","E형간염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","002024","엠폭스","001001","발생","T001","법정감염병 발생현황","건","","","-","","",
"001002","중구","002024","엠폭스","001002","사망","T001","법정감염병 발생현황","건","","","-","","",
"001002","중구","003","제3급감염병","001001","발생","T001","법정감염병 발생현황","건","30","29","37","38","24",
"001002","중구","003","제3급감염병","001001001","남","T001","법정감염병 발생현황","건","","","","25","11",
"001002","중구","003","제3급감염병","001001002","여","T001","법정감염병 발생현황","건","","","","11","13",
"001002","중구","003","제3급감염병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003","제3급감염병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003","제3급감염병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003001","파상풍","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003001","파상풍","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003001","파상풍","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003001","파상풍","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003001","파상풍","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003001","파상풍","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003002","B형간염(급성)","001001","발생","T001","법정감염병 발생현황","건","1","-","-","1","-",
"001002","중구","003002","B형간염(급성)","001001001","남","T001","법정감염병 발생현황","건","","","","1","-",
"001002","중구","003002","B형간염(급성)","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003002","B형간염(급성)","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003002","B형간염(급성)","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003002","B형간염(급성)","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003017","일본뇌염","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003017","일본뇌염","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003017","일본뇌염","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003017","일본뇌염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003017","일본뇌염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003017","일본뇌염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003003","C형간염","001001","발생","T001","법정감염병 발생현황","건","26","27","32","29","15",
"001002","중구","003003","C형간염","001001001","남","T001","법정감염병 발생현황","건","","","","21","4",
"001002","중구","003003","C형간염","001001002","여","T001","법정감염병 발생현황","건","","","","8","11",
"001002","중구","003003","C형간염","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003003","C형간염","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003003","C형간염","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003004","말라리아","001001","발생","T001","법정감염병 발생현황","건","1","-","2","3","2",
"001002","중구","003004","말라리아","001001001","남","T001","법정감염병 발생현황","건","","","","3","2",
"001002","중구","003004","말라리아","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003004","말라리아","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003004","말라리아","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003004","말라리아","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003005","레지오넬라증","001001","발생","T001","법정감염병 발생현황","건","1","1","1","2","2",
"001002","중구","003005","레지오넬라증","001001001","남","T001","법정감염병 발생현황","건","","","","-","2",
"001002","중구","003005","레지오넬라증","001001002","여","T001","법정감염병 발생현황","건","","","","2","-",
"001002","중구","003005","레지오넬라증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003005","레지오넬라증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003005","레지오넬라증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003006","비브리오패혈증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003006","비브리오패혈증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003006","비브리오패혈증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003006","비브리오패혈증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003006","비브리오패혈증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003006","비브리오패혈증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003021","발진티푸스","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003021","발진티푸스","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003021","발진티푸스","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003021","발진티푸스","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003021","발진티푸스","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003021","발진티푸스","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003018","발진열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003018","발진열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003018","발진열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003018","발진열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003018","발진열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003018","발진열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003007","쯔쯔가무시증","001001","발생","T001","법정감염병 발생현황","건","1","1","1","-","2",
"001002","중구","003007","쯔쯔가무시증","001001001","남","T001","법정감염병 발생현황","건","","","","-","1",
"001002","중구","003007","쯔쯔가무시증","001001002","여","T001","법정감염병 발생현황","건","","","","-","1",
"001002","중구","003007","쯔쯔가무시증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003007","쯔쯔가무시증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003007","쯔쯔가무시증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003008","렙토스피라증","001001","발생","T001","법정감염병 발생현황","건","-","-","1","-","-",
"001002","중구","003008","렙토스피라증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003008","렙토스피라증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003008","렙토스피라증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003008","렙토스피라증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003008","렙토스피라증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003009","브루셀라증","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003009","브루셀라증","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003009","브루셀라증","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003009","브루셀라증","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003009","브루셀라증","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003009","브루셀라증","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003022","공수병","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003022","공수병","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003022","공수병","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003022","공수병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003022","공수병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003022","공수병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003010","신증후군출혈열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003010","신증후군출혈열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003010","신증후군출혈열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003010","신증후군출혈열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003010","신증후군출혈열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003010","신증후군출혈열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003011","크로이츠펠트-야콥병 및 변종크로이츠펠트-야콥병","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003023","황열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003023","황열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003023","황열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003023","황열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003023","황열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003023","황열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003012","뎅기열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","1","-",
"001002","중구","003012","뎅기열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003012","뎅기열","001001002","여","T001","법정감염병 발생현황","건","","","","1","-",
"001002","중구","003012","뎅기열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003012","뎅기열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003012","뎅기열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003013","큐열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003013","큐열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003013","큐열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003013","큐열","001002","사망","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003013","큐열","001002001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003013","큐열","001002002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003024","웨스트나일열","001001","발생","T001","법정감염병 발생현황","건","-","-","-","-","-",
"001002","중구","003024","웨스트나일열","001001001","남","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003024","웨스트나일열","001001002","여","T001","법정감염병 발생현황","건","","","","-","-",
"001002","중구","003024","웨스트나일열","001002","사망","T001","법정감염병 발생현황","건","-","-","","-","-",
